AS0,AS,level degree=1,,32,3642
AS1,AS,soc pers=bertha,,318,853
AS2,AS,analepsis,,2400,2705
AS3,AS,level degree=2,,3647,3690
AS4,AS,level degree=1,,3693,3709
AS5,AS,level degree=2,,3711,3905
AS6,AS,level degree=1,,3910,10485
AS7,AS,fid pers=bertha,,4494,4617
AS8,AS,fid pers=bertha,,8874,8943
AS9,AS,analepsis,,9675,9723
AS10,AS,fid pers=bertha,,9895,9951
AS11,AS,analepsis,,10111,10192
AS12,AS,level degree=2,,10486,10765
AS13,AS,level degree=2,,10771,10795
AS14,AS,level degree=1,,10797,10994
AS15,AS,level degree=2,,10996,11123
AS16,AS,level degree=1,,11128,11827
AS17,AS,fid pers=bertha,,11222,11455
AS18,AS,level degree=2,,11832,12083
AS19,AS,level degree=1,,12091,12315
AS20,AS,level degree=2,,12317,12374
AS21,AS,level degree=1,,12379,15853
AS22,AS,fid pers=bertha,,12987,13026
AS23,AS,fid pers=bertha,,13665,13696
AS24,AS,fid pers=bertha,,13886,13997
AS25,AS,fid pers=bertha,,14001,14070
AS26,AS,fid pers=bertha,,15046,15191
AS27,AS,level degree=2,,15858,16067
AS28,AS,level degree=1,,16072,16156
AS29,AS,level degree=2,,16161,16202
AS30,AS,level degree=3,,16203,16373
AS31,AS,level degree=2,,16374,16394
AS32,AS,level degree=1,,16399,16449
AS33,AS,level degree=2,,16454,16545
AS34,AS,level degree=1,,16550,26191
AS35,AS,soc pers=bertha,,17326,17989
AS36,AS,soc pers=bertha,,19741,20159
AS37,AS,analepsis,,22524,22838
AS38,AS,soc pers=bertha,,22839,23065
AS39,AS,fid pers=bertha,,22961,22961
AS40,AS,fid pers=bertha,,24175,24233
KH0,KH,soc pers=bertha,,32,853
KH1,KH,soc pers=bertha,,1398,1979
KH2,KH,fid pers=bertha,,2400,2562
KH3,KH,fid pers=bertha,,2660,2705
KH4,KH,analepsis,,2660,2705
KH5,KH,fid pers=bertha,,2847,3059
KH6,KH,fid pers=bertha,,3498,3611
KH7,KH,fid pers=bertha,,3910,4027
KH8,KH,fid pers=bertha,,4494,4617
KH9,KH,fid pers=bertha,,4795,4808
KH10,KH,fid pers=bertha,,5341,5572
KH11,KH,fid pers=bertha,,5622,5670
KH12,KH,fid pers=bertha,,5912,6067
KH13,KH,fid pers=bertha,,6176,6229
KH14,KH,soc pers=bertha,,6550,7689
KH15,KH,analepsis,,7056,7173
KH16,KH,prolepsis,,7210,7231
KH17,KH,analepsis,,7235,7446
KH18,KH,fid pers=bertha,,7880,8125
KH19,KH,fid pers=bertha,,8323,8752
KH20,KH,fid pers=bertha,,8874,9033
KH21,KH,soc pers=bertha,,9083,9818
KH22,KH,soc pers=bertha,,9844,10192
KH23,KH,fid pers=bertha,,10918,10994
KH24,KH,fid pers=bertha,,11682,11692
KH25,KH,fid pers=bertha,,12145,12207
KH26,KH,fid pers=eddie,,12379,12487
KH27,KH,fid pers=bertha,,12931,12949
KH28,KH,fid pers=bertha,,12987,13159
KH29,KH,soc pers=bertha,,13357,14202
KH30,KH,fid pers=bertha,,15046,15191
KH31,KH,fid pers=bertha,,15368,15685
KH32,KH,fid pers=bertha,,16550,16870
KH33,KH,soc pers=bertha,,16905,17989
KH34,KH,fid pers=bertha,,18180,18646
KH35,KH,fid pers=bertha,,19078,19099
KH36,KH,fid pers=bertha,,19741,20159
KH37,KH,fid pers=bertha,,21539,22307
KH38,KH,soc pers=bertha,,22459,23065
KH39,KH,fid pers=bertha,,24112,24233
