AS0,AS,level degree=1,,60,6072
AS1,AS,fid pers=captain,,2351,2571
AS2,AS,analepsis,,6084,8829
AS3,AS,level degree=1,,6084,7507
AS4,AS,level degree=2,,7504,7542
AS5,AS,level degree=1,,7542,7562
AS6,AS,level degree=2,,7559,7901
AS7,AS,level degree=1,,7901,8348
AS8,AS,level degree=2,,8347,8371
AS9,AS,level degree=1,,8371,8387
AS10,AS,level degree=2,,8386,8557
AS11,AS,level degree=1,,8557,8829
AS12,AS,level degree=1,,8842,8985
AS13,AS,level degree=1,,8842,8842
AS14,AS,level degree=1,,9015,9483
AS15,AS,level degree=1,,9499,20321
AS16,AS,fid pers=peyton,,10263,10306
AS17,AS,soc pers=peyton,,11054,11156
AS18,AS,level degree=1,,20371,21230
KH0,KH,level degree=1,,60,6072
KH1,KH,fid pers=peyton,,4008,4081
KH2,KH,fid pers=peyton,,4189,4843
KH3,KH,fid pers=peyton,,4940,5203
KH4,KH,fid pers=peyton,,5256,5436
KH5,KH,analepsis,,6084,8829
KH6,KH,level degree=2,,6084,8829
KH7,KH,fid pers=peyton,,6536,6754
KH8,KH,level degree=1,,8842,8953
KH9,KH,level degree=3,,8954,21095
KH10,KH,fid pers=peyton,,8986,9014
KH11,KH,fid pers=peyton,,9100,9860
KH12,KH,fid pers=peyton,,10068,10135
KH13,KH,fid pers=peyton,,10307,10340
KH14,KH,fid pers=peyton,,10412,10446
KH15,KH,fid pers=peyton,,10579,10682
KH16,KH,fid pers=peyton,,11054,11156
KH17,KH,fid pers=peyton,,11603,11867
KH18,KH,fid pers=peyton,,12339,12483
KH19,KH,fid pers=peyton,,13255,13341
KH20,KH,fid pers=peyton,,14096,14224
KH21,KH,fid pers=peyton,,17126,17174
KH22,KH,fid pers=peyton,,17268,17531
KH23,KH,fid pers=peyton,,17707,17801
KH24,KH,fid pers=peyton,,17920,18025
KH25,KH,fid pers=peyton,,18076,18394
KH26,KH,fid pers=peyton,,18796,18894
KH27,KH,fid pers=peyton,,18949,18999
KH28,KH,fid pers=peyton,,19552,19640
KH29,KH,fid pers=peyton,,19861,19954
KH30,KH,fid pers=peyton,,20833,20858
KH31,KH,fid pers=peyton,,20926,21095
KH32,KH,level degree=1,,21099,21230
