CB0,CB,narrator,,76,24493
CB1,CB,voice_1,,76,24493
CB2,CB,foc_int,,76,24493
CB3,CB,characters_0,,3484,3516
CB4,CB,turn,,3484,3516
CB5,CB,characters_0,,3648,3839
CB6,CB,turn,,3648,3665
CB7,CB,"nc ",,3666,3680
CB8,CB,turn,,3683,3764
CB9,CB,"nc ",,3709,3725
CB10,CB,"nc ",,3764,3812
CB11,CB,turn,,3815,3839
CB12,CB,"nc ",,3840,3889
CB13,CB,characters_0,,4105,4151
CB14,CB,turn,,4105,4125
CB15,CB,turn,,4127,4151
CB16,CB,characters_0,,4460,4728
CB17,CB,turn,,4460,4708
CB18,CB,turn,,4710,4728
CB19,CB,turn,,5039,5152
CB20,CB,characters_0,,5039,5152
CB21,CB,characters_0,,10450,10593
CB22,CB,turn,,10450,10511
CB23,CB,turn,,10513,10523
CB24,CB,turn,,10525,10550
CB25,CB,turn,,10552,10593
CB26,CB,characters_0,,11254,11396
CB27,CB,turn,,11254,11368
CB28,CB,turn,,11370,11396
CB29,CB,turn,,11720,11861
CB30,CB,characters_0,,11720,11861
CB31,CB,"nc ",,11762,11769
CB32,CB,characters_0,,11961,12900
CB33,CB,turn,,11961,12283
CB34,CB,"nc ",,11973,12034
CB35,CB,"nc ",,12291,12310
CB36,CB,turn,,12313,12350
CB37,CB,"nc ",,12351,12409
CB38,CB,turn,,12412,12445
CB39,CB,"nc ",,12446,12484
CB40,CB,turn,,12487,12599
CB41,CB,"nc ",,12601,12620
CB42,CB,turn,,12623,12900
CB43,CB,turn,,13959,14193
CB44,CB,characters_0,,13959,14193
CB45,CB,characters_0,,15146,15821
CB46,CB,turn,,15146,15369
CB47,CB,"nc ",,15158,15196
CB48,CB,turn,,15371,15590
CB49,CB,"nc ",,15395,15449
CB50,CB,turn,,15592,15621
CB51,CB,turn,,15623,15774
CB52,CB,turn,,15776,15821
CB53,CB,characters_0,,16259,16943
CB54,CB,turn,,16259,16290
CB55,CB,"nc ",,16291,16387
CB56,CB,turn,,16389,16943
CB57,CB,"nc ",,16429,16535
CB58,CB,"nc ",,16603,16625
CB59,CB,"nc ",,16943,16943
CB60,CB,characters_0,,17676,17750
CB61,CB,turn,,17676,17712
CB62,CB,"nc ",,17713,17719
CB63,CB,turn,,17722,17750
CB64,CB,characters_0,,17836,18094
CB65,CB,turn,,17836,18048
CB66,CB,turn,,18050,18094
CB67,CB,characters_0,,18257,18606
CB68,CB,turn,,18257,18542
CB69,CB,"nc ",,18269,18345
CB70,CB,turn,,18544,18606
CB71,CB,characters_0,,20545,20960
CB72,CB,turn,,20545,20556
CB73,CB,turn,,20558,20639
CB74,CB,"nc ",,20572,20602
CB75,CB,turn,,20641,20938
CB76,CB,"nc ",,20689,20695
CB77,CB,turn,,20940,20960
CB78,CB,characters_0,,21174,21279
CB79,CB,turn,,21174,21279
CB80,CB,"nc ",,21221,21235
CB81,CB,characters_0,,21311,21476
CB82,CB,turn,,21311,21476
CB83,CB,"nc ",,21349,21380
CB84,CB,characters_0,,22357,22554
CB85,CB,turn,,22357,22441
CB86,CB,turn,,22443,22466
CB87,CB,"nc ",,22467,22495
CB88,CB,turn,,22497,22524
CB89,CB,turn,,22526,22554
MM0,MM,narrator_0,,76,24493
MM1,MM,voice_1,,76,24493
MM2,MM,foc_int,,76,24493
MM3,MM,narrator_1,,2472,5264
MM4,MM,voice_1,,2472,5264
MM5,MM,foc_int,,2472,5264
