CB0,CB,foc_int,,40,9695
CB1,CB,narrator_0,,40,9695
CB2,CB,voice_1,,40,9695
CB3,CB,characters_0,,1612,1646
CB4,CB,turn,,1612,1646
CB5,CB,foc_unr,,2220,9695
CB6,CB,narrator_1,,2220,9695
CB7,CB,voice_1,,2220,9695
MM0,MM,voice_3,,21,9695
MM1,MM,foc_ext,,21,9695
MM2,MM,narrator_0,,22,9695
MM3,MM,narrator_1,,187,9695
MM4,MM,voice_1,,187,9695
MM5,MM,foc_int,,187,9695
MM6,MM,characters_0,,1612,1646
MM7,MM,turn,,1612,1646
MM8,MM,narrator_2,,2220,5977
MM9,MM,narrator_2,,6620,9627
MM10,MM,characters_0,,7272,7331
MM11,MM,turn,,7272,7331
MM12,MM,nc,,7287,7304
