AJ0,AJ,Frame Narrative,,70,15889
AJ1,AJ,Dream,,8753,9760
AJ2,AJ,Embedded Narrative,,9875,10084
AJ3,AJ,Embedded Narrative,,10143,10305
AS0,AS,Original,,0,5
AS1,AS,Original,,70,15889
AS2,AS,Embedded Dream/(psychotic scene),,665,875
AS3,AS,Embedded Dream/(psychotic scene),,992,2789
AS4,AS,Embedded Dream/(psychotic scene),,3487,3607
AS5,AS,Embedded Dream/(psychotic scene),,3659,3827
AS6,AS,embedded,,5069,5107
AS7,AS,Embedded Dream/(psychotic scene),,6087,6155
AS8,AS,Embedded Dream/(psychotic scene),,6156,6181
AS9,AS,Embedded Dream/(psychotic scene),,8041,8126
AS10,AS,Embedded Dream/(psychotic scene),,8267,8751
AS11,AS,Embedded Dream/(psychotic scene),,9875,10085
AS12,AS,Embedded Dream/(psychotic scene),,14016,14280
AJ0,AJ,Frame Narrative,,60,22626
AJ1,AJ,Dream,,701,19946
AJ2,AJ,Flash Forward,,827,970
AJ3,AJ,Dream 2,,3376,3516
AJ4,AJ,Embedded Narrative,,7836,8198
AJ5,AJ,Dream 2,,9881,10074
AJ6,AJ,Interruptive Narrative,,20735,22616
AS0,AS,original narrative,,60,363
AS1,AS,original narrative,,364,481
AS2,AS,original narrative,,482,592
AS3,AS,"interruptive ""dream""/narrative",,593,826
AS4,AS,original narrative,,827,970
AS5,AS,"interruptive ""dream""/narrative",,971,21424
AS6,AS,original narrative,,21431,22626
AJ0,AJ,Frame Narrative,,33,10930
AJ1,AJ,Embedded 1,,3519,5938
AJ2,AJ,Embedded 1,,6195,6297
AJ3,AJ,Embedded 1,,6480,6595
AJ4,AJ,Embedded 1,,6871,6892
AJ5,AJ,Embedded 1,,6909,8247
AJ6,AJ,Embedded 1,,8633,8835
AJ7,AJ,Embedded 1,,8953,9489
AS0,AS,Original,,33,558
AS1,AS,Original,,562,714
AS2,AS,Embedded narrative 1,,715,1956
AS3,AS,Original,,715,1956
AS4,AS,Original,,1960,9877
AS5,AS,Embedded narrative 1,,1960,2360
AS6,AS,Embedded narrative 1,,2364,3180
AS7,AS,Embedded narrative 1,,3184,3515
AS8,AS,Embedded narrative 2,,3519,4264
AS9,AS,Embedded narrative 1,,3519,4264
AS10,AS,Embedded narrative 2,,4268,4907
AS11,AS,Embedded narrative 1,,4268,4907
AS12,AS,Embedded narrative 1,,4911,5938
AS13,AS,Embedded narrative 2,,4911,5357
AS14,AS,Embedded narrative 2,,5361,5938
AS15,AS,Embedded narrative 2,,6453,6760
AS16,AS,Embedded narrative 1,,6453,6760
AS17,AS,Embedded narrative 2,,6871,6894
AS18,AS,Embedded narrative 1,,6871,6892
AS19,AS,Embedded narrative 2,,6907,7333
AS20,AS,Embedded narrative 1,,6909,7333
AS21,AS,Embedded narrative 1,,7337,8247
AS22,AS,Embedded narrative 2,,7337,7998
AS23,AS,Embedded narrative 2,,8002,8247
AS24,AS,Embedded narrative 1,,8633,9489
AS25,AS,Embedded narrative 2,,8633,9320
AS26,AS,Embedded narrative 2,,9324,9489
AS27,AS,Embedded narrative 1,,9490,9877
AS28,AS,Original,,9881,10453
AS29,AS,Original,,10457,10930
AJ0,AJ,Frame Narrative,,32,26191
AJ1,AJ,Embedded,,3711,3875
AJ2,AJ,Embedded,,7056,7689
AJ3,AJ,Embedded,,10393,10765
AJ4,AJ,Embedded,,10771,10795
AJ5,AJ,Embedded,,10871,10916
AJ6,AJ,Embedded,,10996,11123
AJ7,AJ,Embedded,,11832,12085
AJ8,AJ,Embedded,,12316,12374
AJ9,AJ,Embedded,,15858,16067
AS0,AS,Original narrative,,32,26191
AJ0,AJ,Frame Narrative,,187,9695
AJ1,AJ,Embedded Narrative,,2220,9695
AS0,AS,Original,,187,2216
AS1,AS,Interruptive,,2220,9695
