AJ0,AJ,original,,70,15889
AJ1,AJ,embedded_1,,8753,9760
AJ2,AJ,embedded_1,,9875,10084
AJ3,AJ,embedded_1,,10143,10305
MS0,MS,original,,0,5
MS1,MS,original,,70,15889
MS2,MS,embedded_1,,665,875
MS3,MS,embedded_1,,992,2789
MS4,MS,embedded_1,,3487,3607
MS5,MS,embedded_1,,3659,3827
MS6,MS,embedded_1,,5069,5107
MS7,MS,embedded_1,,6087,6155
MS8,MS,embedded_1,,6156,6181
MS9,MS,embedded_1,,8041,8126
MS10,MS,embedded_1,,8267,8751
MS11,MS,embedded_1,,9875,10085
MS12,MS,embedded_1,,14016,14280
