MH0,MH,1,,187,9695
MH1,MH,2,,2220,5501
MH2,MH,n,,2505,2518
MH3,MH,n,,5453,5465
MH4,MH,2,,5525,5982
MH5,MH,n,,5904,5942
MH6,MH,2,,5992,9345
MH7,MH,n,,6191,6210
MH8,MH,2,,9366,9426
MH9,MH,n,,9366,9370
MH10,MH,2,,9438,9695
MH11,MH,n,,9547,9626
RF0,RF,1,,41,9695
RF1,RF,n,,176,181
RF2,RF,2,,187,9695
RF3,RF,n,,490,537
RF4,RF,3,,2220,9695
RF5,RF,3,,2446,2725
RF6,RF,n,,2505,2518
RF7,RF,3,,2519,3259
RF8,RF,n,,3260,3281
RF9,RF,3,,3282,5458
RF10,RF,n,,5453,5465
RF11,RF,3,,5466,5906
RF12,RF,n,,5505,5524
RF13,RF,n,,5904,5926
RF14,RF,3,,5928,5982
RF15,RF,3,,5992,7452
RF16,RF,n,,7454,7475
RF17,RF,3,,7476,7526
RF18,RF,n,,7527,7562
RF19,RF,3,,7564,8381
RF20,RF,n,,8385,8489
