MH0,MH,1,,0,15889
MH1,MH,2a,,11687,12263
MH2,MH,2b,,12991,13097
MH3,MH,2b,,13287,13641
RF0,RF,Ebene 1,,70,15889
RF1,RF,Ebene 2a,,9655,9760
RF2,RF,Ebene 2b,,11522,11677
RF3,RF,Ebene 2b,,11687,12257
RF4,RF,Ebene 2b,,12967,13097
RF5,RF,Ebene 2b,,13162,13498
RF6,RF,Ebene 2c,,13501,13641
RF7,RF,Ebene 2b,,13752,13888
MH0,MH,1,,60,22616
MH1,MH,n,,4641,4646
RF0,RF,Ebene 1,,60,22626
RF1,RF,non-narrative,,404,481
RF2,RF,Ebene2,,593,2129
RF3,RF,non-narrative,,2131,2158
RF4,RF,Ebene2,,2160,2508
RF5,RF,Ebene2,,2635,2772
RF6,RF,Ebene2,,2794,7835
RF7,RF,non-narrative,,4636,4645
RF8,RF,non-narrative,,7292,7317
RF9,RF,Ebene2,,8199,14522
RF10,RF,Ebene2,,14551,19794
RF11,RF,Ebene 2b,,20971,21424
RF12,RF,Ebene 2c,,22095,22615
