FP0,FP,narrator participation=”heterodiegetic”,,96,8830
FP1,FP,narrative_level number=”3” words=1574,,96,8830
FP2,FP,narrative_level number=”3”,,96,8830
FP3,FP,narrative_levelchange completion=”complete”,,96,8830
MS0,MS,"narrative_level number=""2""",,96,545
MS1,MS,"narrator participation=""heterodiegetic""",,96,545
MS2,MS,"narrative_levelchange completion=""never opened""",,96,545
MS3,MS,"narrative_level number=""2"" words=86",,541,545
MS4,MS,"narrative_level number=""1""",,549,8830
MS5,MS,"narrator participation=""heterodiegetic""",,549,8830
MS6,MS,"narrative_levelchange completion=""never closed""",,549,8830
MS7,MS,level_change,,549,550
MS8,MS,"narrative_level number=""1"" words=1488",,8824,8830
